Артикул,Товар,Категория,Подкатегория,Цена за штуку,Цена за упаковку,Цена за коробку,Кол-во в упаковке,Кол-во в коробке
13022,"Крышка d-90 мм., голубая С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13023,"Крышка d-90 мм., красная С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13024,"Крышка d-90 мм., оранжевая С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13025,"Крышка d-90 мм., желтая С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13004,"Крышка d-90 мм, бежевая С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13026,"Крышка d-90 мм., зеленая С ПИТЕЙНИКОМ Для стаканов объемом , 450 мл.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,13,650,13000,50,1000
13029,"Крышка d-90 мм., прозрачная С ПИТЕЙНИКОМ, Тип Е",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,17,17,13600,1,800
13030,"Держатель для 2-х стаканов, крафт",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,25,3750,25,150,1
13035,"Держатель для 3-х стаканов, крафт",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,30,9000,30,300,1
13031,"Держатель для 4-х стаканов, крафт",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,41,5330,41,130,1
13032,Капхолдер (манжет)/юбка для стаканов,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,8.7,869.9999999999999,8700,100,1000
13033,Держатель/пакет- переноска для стаканов,ПАКЕТЫ,ФАСОВОЧНЫЕ,17,3400,42500,200,2500
13034,"ECO CUPHOLDER Держатель для 2-х стаканов, крафт",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,54,1350,18900,25,350
14001,"Ложка столовая белая, пластиковая, 160 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,5,500,10000,100,2000
14002,"Вилка столовая белая, пластиковая, 160 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,4.7,470,9400,100,2000
14003,"Ложка чайная белая, пластиковая, 125 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,3,300,12000,100,4000
14004,"Нож белый, пластиковый, 160 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,5.5,550,22000,100,4000
14005,Ложка столовая ЧЕРНАЯ ПРЕМИУМ качества,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,550,27500,50,2500
14006,Вилка столовая ЧЕРНАЯ ПРЕМИУМ качества,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,550,27500,50,2500
14007,Нож столовый ЧЕРНЫЙ ПРЕМИУМ качества,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,550,27500,50,2500
14009,Ложка Столовая КРАФТ Цвет: КРАФТ,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,550,220,50,20
14010,Вилка Столовая КРАФТ Цвет: КРАФТ,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,550,220,50,20
1405802,"Набор эконом 3 в 1 (вилка, ложка, салфетка белая)",ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,28,84,8400,3,300
14058,"Набор премиум 4 в 1 (ложка, вилка, нож черные, салфетки)",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,55,220,16500,4,300
1405801,"Набор премиум 2 в 1 (вилка, ложка черные)",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,35,70,10500,2,300
14039,"Ложка деревянная, 160 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,12,1200,120000,100,10000
14034,"Вилка деревянная, 200 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,12,1200,120000,100,10000
14049,"Нож деревянный, 160 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,11,1100,110000,100,10000
14061,"Ложка складная 10.5 см., (ТРК-1)",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,23,23,55200,1,2400
14050,"Набор ""Пикничок"" 6 персон",БЕЗ КАТЕГОРИИ,Разное,320,320,320,1,1
14011,"Палочки для суши бамбуковые, 230 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,6,600,18000,100,3000
1401101,"Палочки для суши бамбуковые, 230 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,6,600,18000,100,3000
14036,Макисон (циновка) для суши и роллов,ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,600,600,120000,1,200
14037,Палочки для шашлыка (шампура) Размеры: 100 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,150,15000,1500000,100,10000
14038,Палочки для шашлыка (шампура) Размеры: 100 мм. 150 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,170,17000,1700000,100,10000
14012,Палочки для шашлыка (шампура) Размеры: 100 мм. 150 мм. 200 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,175,17500,1750000,100,10000
14013,Палочки для шашлыка (шампура) Размеры: 100 мм. 150 мм. 200 мм. 250 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,190,19000,1900000,100,10000
14014,Палочки для шашлыка (шампура) Размеры: 100 мм. 150 мм. 200 мм. 250 мм. 300 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,220,22000,2200000,100,10000
14015,Палочки для шашлыка (шампура) Размеры: 100 мм. 150 мм. 200 мм. 250 мм. 300 мм. 400 мм.,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,295,29500,2950000,100,10000
14033,Зубочистки,БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,125,25000,125,200,1
14016,Зубочистка в индивидуальной бумажной упаковке,БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,600,600000,30000,1000,50
14051,"Размешиватель деревянный в индивидуальной бумажной упаковке, 150*5*1.3 мм.",БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,5,2500,50000,500,10000
14017,"Размешиватель деревянный в индивидуальной бумажной упаковке, 178*6*1.3 мм.",БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,5.6,2800,28000,500,5000
14018,"Размешиватель деревянный, 140*5*1.3 мм.",БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,1.7,1700,34000,1000,20000
14019,"Размешиватель деревянный, 178*6*1.3 мм.",БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,2,2000,20000,1000,10000
14020,Палочки для мороженого 94*16 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,7,350,1400,50,200
14040,Палочки для мороженого 94*16 мм. 114*10*2 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,4,200,800,50,200
14052,"Размешиватель пластиковый, 120 мм.",БАРНЫЕ АКСЕССУАРЫ,РАЗМЕШИВАТЕЛИ И ЗУБОЧИСТКИ,500,250000,500,500,1
14021,Трубочки цветные тонкие с гофроизгибом Диаметр: 5 мм. Длина: 240 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,420,115500,2100000,275,5000
1402101,Диаметр: 5 мм. Длина: 240 мм.,БЕЗ КАТЕГОРИИ,Разное,650,325000,3250000,500,5000
14023,Трубочки цветные толстые с гофроизгибом Диаметр: 8 мм. Длина: 240 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,5,2500,12500,500,2500
14059,Трубочки черные тонкие с гофроизгибом Диаметр: 5 мм. Длина: 240 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,440,121000,220000,275,500
1405901,Трубочки черные тонкие с гофроизгибом Диаметр: 5 мм. Длина: 240 мм. Диаметр: 5 мм. Длина: 240 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,650,325000,325000,500,500
14008,Трубочки с гофроизгибом прозрачные Диаметр: 5 мм. Длина: 210 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,820,205000,9840000,250,12000
14024,Трубочки черные толстые с гофроизгибом Диаметр: 8 мм. Длина: 260 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,5,2500,7500,500,1500
14054,Трубочка черная без гофроизгиба в ПП инд. упаковке d-6*26 см.,ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,4.2,2100,16.8,500,4
14022,Трубочка черная без гофроизгиба d-5*24 см.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,650,325000,325000,500,500
14042,Трубочка черная без гофроизгиба d-5*24 см. Трубочка черная без гофроизгиба d-8*24 см.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,2.5,750,3750,300,1500
14063,"Трубочка черная в полиэтиленовой упаковке d-5*12,5 см",БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,1400,560000,1400,400,1
1406301,"Трубочка черная в полиэтиленовой упаковке d-5*12,5 см d-5*12,5 см",БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,2.5,1250,2.5,500,1
14043,Трубочки прозрачные толстые без гофроизгиба для Бабл Ти Диаметр: 11 мм. Длина: 230 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,8,1600,8000,200,1000
14062,Трубочки прозрачные без гофроизгиба в инд. полиэтиленовой упаковке Диаметр: 8 мм. Длина: 230 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,6.2,620,24800,100,4000
14060,"Трубочки для напитков тростник бумажные черные, 205 мм.",ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,6,1500,24,250,4
14026,Трубочки бумажные крафт тонкие Диаметр: 5 мм. Длина: 230 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,5.5,1375,55,250,10
14053,Трубочки бумажные крафт толстые Диаметр: 8 мм. Длина: 230 мм.,БАРНЫЕ АКСЕССУАРЫ,ТРУБОЧКИ,11,2750,110,250,10
14027,Пакет для льда 192 шарика,ПАКЕТЫ,ФАСОВОЧНЫЕ,170,32640,34000,192,200
14028,"Сахар порционный в стиках, стандартный 5 г.",БАРНЫЕ АКСЕССУАРЫ,"САХАР, СОЛЬ, ПЕРЕЦ",5.7,1425,5700,250,1000
14044,"Соль порционная в стиках, 1 г.",БАРНЫЕ АКСЕССУАРЫ,"САХАР, СОЛЬ, ПЕРЕЦ",2,2,10000,1,5000
14045,"Перец порционный в стиках, 0.4 г.",БАРНЫЕ АКСЕССУАРЫ,"САХАР, СОЛЬ, ПЕРЕЦ",3,3,15000,1,5000
14055,"Пика «Узелок» бамбуковая шпажка для канапе, длина: 60 мм.",БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,680,68000,27200,100,40
14029,"Пика «Узелок» бамбуковая шпажка для канапе, длина: 60 мм. 100 мм.",БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,700,70000,28000,100,40
14035,Пика «Гольф» деревянная шпажка для канапе длина: 120 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,40000,400,100,1
14030,Пика «Гольф» деревянная шпажка для канапе длина: 120 мм. 180 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,470,47000,18800,100,40
14056,Пика «Гольф» деревянная шпажка для канапе длина: 120 мм. 180 мм. 250 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,1250,250000,50000,200,40
14031,Пика «Меч» пластиковая шпажка для канапе Длина: 70 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,1850,925000,111000,500,60
14046,Пика «Жемчуг красный» шпажка для канапе Длина: 70 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,750,75000,75000,100,100
14047,Пика «Рио» шпажка для канапе Длина: 120 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,800,80000,80000,100,100
14064,Бамбуковые шпажки «Белая жемчужина» Длина:120 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,20000,40000,50,100
14065,Бамбуковые шпажки «Золотая жемчужина» Длина: 120 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,20000,40000,50,100
14066,Бамбуковые шпажки «Красная жемчужина» Длина: 120 мм.,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,20000,40000,50,100
14067,Бамбуковые шпажки «Сердечко» Длина: 120 мм,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,20000,40000,50,100
14068,Бамбуковые шпажки «Жемчужина серебряная» Длина: 120 мм,БАРНЫЕ АКСЕССУАРЫ,ПАЛОЧКИ И ШПАЖКИ,400,20000,40000,50,100
14048,Зонтики барные для коктейлей,БЕЗ КАТЕГОРИИ,Разное,1875,270000,56250,144,30
14057,"Прищепки декоративные деревянные. Размер: 2,5 см.",БЕЗ КАТЕГОРИИ,Разное,500,10000,500,20,1
14032,"Прищепки декоративные деревянные. Размер: 2,5 см. 3,5 см.",БЕЗ КАТЕГОРИИ,Разное,700,14000,700,20,1
15005,"Чашка «Средняя Пагода 4» прозрачная 80*80 мм., 200 мл.",ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,1700,20400,408000,12,240
15011,"Чашка «Брюссель» прозрачная, 150 мл.",ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,100,2500,40000,25,400
1501101,Крышка к чашке «Брюссель»,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,30,750,12000,25,400
15013,"Чашка «Гауди» прозрачная, 120 мл.",ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,83,664,10624,8,128
15022,Чашка Грааль 50 мл.,ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,160,4000,36000,25,225
15023,Чашка Незабудка 160 мл.,ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,190,2850,17100,15,90
15014,"Бокал 200 мл., прозрачный, низкая ножка",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,55,550,55,10,1
27001,"Стакан «Кристалл» 200 мл., прозрачный",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,42,2100,42000,50,1000
15026,"Стакан «Фрэш», ПР-СТ80 крышка, прозрачная",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,21,7560,15120,360,720
15027,"Стакан «Фрэш», ПР-СТ- 80*75 дно, прозрачный",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,49,17640,35280,360,720
1500401,Крышка к креманке «Кристалл»,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,30,480,5760,16,192
15004,Креманка «Кристалл» 200 мл.,ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,77,1232,14784,16,192
15016,"Крышка Спк-95., прозрачная для креманок",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,25,1250,50000,50,2000
15017,"Креманка Спк-95-200 мл., прозрачная",ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,60,3000,120000,50,2000
15012,Креманка круглая 200 мл.,ОДНОРАЗОВАЯ ПОСУДА,ФУРШЕТНАЯ ПОСУДА,165,3300,19800,20,120
